Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
F,0.5028448409475459,0.3826076427818288,0.1443865747258077,0.6586627709585315,0.24874948463489657,0.14558685614142006,0.19198689474198594,9-10
F,0.6606034941087273,0.5193462209899593,0.1857363318237784,1.2329182578407458,0.5774909120408058,0.23016001201448788,0.3294924233435861,9-10
I,0.5595582913629187,0.4419369864937721,0.11929043407772733,0.9846192819305951,0.49251181429154484,0.16192215573626267,0.3109170133281839,9-10
M,0.690511298882484,0.5367043829727427,0.18297612652086576,1.371681705230188,0.6818665476887222,0.2969890048440747,0.36961945728957324,9-10
F,0.42137517562514404,0.3217670577002254,0.12704866951146332,0.3397783128965819,0.16691120845033292,0.08931459119433661,0.10054479650148396,9-10
I,0.6194297887641369,0.47724932662966246,0.155237096032467,1.026530638220033,0.5519299545332759,0.21202378742961578,0.29151364327112955,9-10
F,0.666034811623831,0.5165237557538367,0.19925606985115626,1.350343676953725,0.5448902354608244,0.30636503035014895,0.42079182579661684,9-10
M,0.528841055972407,0.4000568633872321,0.16516630822890074,1.0558995761470265,0.3922080764442033,0.2569159075376256,0.34969628709565986,9-10
M,0.5991842004077625,0.4606599244258964,0.15499472185414662,0.8890716841604624,0.3663619332173578,0.23501143772903527,0.2828984632796419,9-10
M,0.5501434305988369,0.43402120986639403,0.14419702124915426,0.7135846432638083,0.30687182313530664,0.15650370884429632,0.1956772310122291,9-10
M,0.5664596488832103,0.4579543820544396,0.16599772237859042,1.0545967277945367,0.4783169359839912,0.20695301052010964,0.3004413927385447,9-10
M,0.49317050852187094,0.3897080949721943,0.11225298715937426,0.6841474688111017,0.3748597439548693,0.1368352548470563,0.12691231162105457,9-10
I,0.4182318980583659,0.2962171485354528,0.08093259549727602,0.372581257643229,0.16020802774791726,0.05058943442682534,0.11071644304219488,9-10
F,0.6458776908375512,0.49603206133966893,0.16597551997617205,1.2337557354177906,0.5672298261464932,0.24111855017391962,0.3144873570627682,9-10
I,0.5164631203751924,0.4129481893541813,0.10724053364144262,0.5423632325757716,0.23803701098104257,0.10164403228888423,0.17605409219199492,9-10
F,0.3397533345278134,0.2621317346442886,0.08934956755408952,0.27248832926915056,0.16277414836672532,0.04734197170839427,0.060598263783748635,9-10
F,0.5088850546717367,0.3657665105484851,0.10709419102848775,0.47986407300260026,0.1788005198094778,0.1107311952316215,0.1598598617228253,9-10
F,0.572876514638665,0.4343012193811777,0.1355717956566289,0.8999094143589873,0.46527242650382106,0.20947205246576336,0.2566881488967871,9-10
I,0.5349096243553504,0.4109760177723789,0.1492095095724076,0.5848239703845453,0.2547259484952792,0.13891567509181924,0.17184724191200715,9-10
M,0.5594353081314694,0.44538520377512114,0.13950278558631093,0.9166426311047077,0.44041005243990994,0.19170737191337062,0.2767116836975145,9-10
M,0.6897940818471398,0.5420253526338614,0.1846969506493829,1.3935711371345259,0.7015619476315328,0.2992593802462568,0.3336654314010219,9-10
F,0.6001377048696668,0.474624969563088,0.12592684853403766,0.9498273847497789,0.42715212017349874,0.21045714442605384,0.26763716476513416,9-10
M,0.6162194803100647,0.4718183483302969,0.1979964917290811,1.4729471386752602,0.6713664229334966,0.3072390546706254,0.3539095011819946,9-10
M,0.5931640400940523,0.4281041267896546,0.13899188492600828,0.8028879675526249,0.4006124310779893,0.15494624440504823,0.18601400322484934,9-10
M,0.5795173177330071,0.45719458577434313,0.18025658366757974,1.23524994884112,0.585743690429149,0.2698176965571861,0.3270561848937748,9-10
M,0.6126193001637148,0.48023045753756133,0.14209231617163687,0.9557058177881423,0.39502171362962973,0.13629166683131402,0.2648108910665248,9-10
F,0.6237010617705891,0.49720809130312027,0.18083853715058512,1.3626278600784902,0.6490638116890933,0.3041900955207178,0.35350104560385703,9-10
F,0.4451734084977943,0.3317996735104298,0.1016765141228349,0.3656850689790131,0.16533561434883942,0.0921043635184756,0.10139625960456439,9-10
F,0.6210320857499028,0.4448324713290779,0.15426414997327825,0.9056904494765937,0.33645128251538664,0.1513938566260364,0.3184350131031028,9-10
F,0.5583759569453832,0.43961167695553893,0.16533553255866332,1.1427973035809216,0.5085998667160647,0.29772531532070035,0.2917344934428465,9-10
I,0.5454143637671223,0.4266136278183952,0.13240396196176568,0.784635826630866,0.33167718878803787,0.16598838422149023,0.24781709901352822,9-10
M,0.6161333136624307,0.4804989944362976,0.17258065246770032,1.2760423136381385,0.5422269337434231,0.292278789795901,0.33249481552749127,9-10
F,0.6211724293971201,0.49646656475601514,0.19336394937033838,1.2193928557376936,0.5168941373307032,0.2706404341809683,0.3219825384710423,9-10
I,0.3433405362220583,0.24060864867929777,0.107885734303315,0.18313632147921122,0.09506362731636464,0.0437981244412219,0.0589945204337598,9-10
I,0.6944465705564653,0.552777590434995,0.18451038885089363,1.330357972770916,0.5138433927299233,0.2764710367424429,0.4417131921545922,9-10
F,0.623333189018922,0.476153437480499,0.1744389573593835,0.9527571975295096,0.4483352933742235,0.20439532154993417,0.25248784099590127,9-10
F,0.6144851135159115,0.48537183650975635,0.17202060165392113,1.379714665386734,0.7046191178411354,0.2940000093618203,0.34348553503274154,9-10
F,0.5838647383106945,0.4540137185903639,0.17528230226363686,1.0055541504663001,0.46848309135963384,0.16429311280041484,0.3034167037043854,9-10
M,0.5376199696111144,0.4195244407961942,0.14033814916030302,0.816251483372316,0.35577237671560863,0.1680539417311975,0.21638211964027915,9-10
I,0.5553910347407509,0.4101260030804914,0.13972181950478518,0.7874273290581133,0.3656385241188005,0.1525016824686559,0.23491741268781371,9-10
I,0.607851446839959,0.4302037059036232,0.16518714343854177,1.0816211114942804,0.5535039838094398,0.22388942362242067,0.2862498000272995,9-10
F,0.4091030417721413,0.3103131649351525,0.10932589313064285,0.2957553859674906,0.16325090773592954,0.05972699313562303,0.06306145987638256,9-10
F,0.39729286813417275,0.3267823393833744,0.07799531043107687,0.327203768797416,0.1333386084587807,0.07190436316448078,0.13125581994916644,9-10
I,0.6111945209868281,0.49221185850958626,0.15644068340779269,1.232090313385123,0.5747101986324575,0.3047634204480313,0.36268093596443,9-10
M,0.6111586846582213,0.44057457960524093,0.2083941082574596,1.2145834750530038,0.5898826479750918,0.24659455448358963,0.3060748911795989,9-10
M,0.7274564842027758,0.5807036689207976,0.21755205269743594,1.9557541119453,0.90978271718101,0.42121126049334795,0.5481991835157132,9-10
M,0.6111650050233948,0.472844806733665,0.17906161832358589,1.4222520440071336,0.7182346910353155,0.28481269573687573,0.37475370048236356,9-10
M,0.5291107491657385,0.39154676785062126,0.14768775590434263,0.6701735157645439,0.25043410289879275,0.12247789543934083,0.23614912544063255,9-10
F,0.6571908206578883,0.5020288580221388,0.15576544708701065,1.269385848982666,0.6355115454098744,0.29125905068558877,0.3128920591885364,9-10
M,0.681935981739116,0.5371598977613212,0.1674223838299093,1.6231854066553035,0.8011666487334534,0.402625003992859,0.37166642480875905,9-10
I,0.43052490941136057,0.3764628081639909,0.09155084577816622,0.6227744170927663,0.25300952271803195,0.13698518084525302,0.1516497991947367,9-10
M,0.5399919905485149,0.4377594835917744,0.12033859945031741,0.7233877583229791,0.40198638783179996,0.15791797269215607,0.19351730377737808,9-10
F,0.36987618643161113,0.289154940787439,0.11744944088639073,0.1975440350965889,0.09667046765487897,0.05885242646873952,0.05344667636969788,9-10
F,0.3298213711777862,0.2638205997035712,0.09277715537346147,0.20317312461256065,0.06789725339574937,0.04062973055105101,0.09927969310315454,9-10
F,0.48230552007044025,0.38357569088352506,0.08528422457334164,0.5109495118829968,0.24865804592597204,0.09368102064617026,0.1309607343424517,9-10
F,0.5308899595502226,0.4128334584762676,0.11254440135543237,0.6993568203659123,0.2866502479360368,0.15941695005268725,0.21183640053012515,9-10
F,0.5470736973966268,0.4524279473740167,0.1396857977332809,0.8018107570704872,0.31811789364373877,0.1980839331428037,0.24826027839695253,9-10
F,0.5456708372321373,0.4344754403670832,0.16067456499119603,0.9429062923056051,0.42358353710230173,0.18802905047677196,0.23995099124078487,9-10
F,0.5804085557674625,0.46662639220592617,0.14790230146919262,1.116600986947858,0.5413797642145897,0.22505881508447273,0.30446428586859314,9-10
M,0.6650141994514343,0.5290941743071818,0.17775806279948209,1.5734614404169514,0.739294526482304,0.3291288957932826,0.38655141974876117,9-10
F,0.5921477235242492,0.4837882559434439,0.15797744217006146,1.037257012942521,0.4134326855284197,0.24880079715598247,0.33325566543166174,9-10
M,0.5456434411826194,0.4305408796908381,0.13704662610275967,0.6629987160076614,0.3533955379657363,0.11499079535852746,0.21033710910567244,9-10
F,0.586261017421748,0.4499363799130691,0.14204235446138486,0.9357286696279961,0.39512097063620033,0.2032912510575723,0.25982134093381715,9-10
M,0.6201878539395693,0.4774804496394207,0.20530067814558275,1.1058949459115044,0.5294701673635824,0.20825836183557453,0.3124906518667911,9-10
M,0.5682793136038526,0.4667578906563241,0.17760110126238474,1.302585603409839,0.5578006492117602,0.35564642016214115,0.37147867183670846,9-10
M,0.669809416120188,0.5356446492565867,0.17444716497000032,1.385437570927953,0.6370271854998788,0.325526967107287,0.36702528728581835,9-10
F,0.40084626843963633,0.3131530205390547,0.10956020748336817,0.5977825107860594,0.280548665678649,0.11177145263782272,0.1745247270345787,9-10
M,0.6411187055082337,0.49308509892886754,0.17314845577042975,1.2098577609885826,0.45436314693241636,0.29159756654542246,0.3465290204492285,9-10
F,0.5754344407141616,0.42972009482524065,0.1255122566236021,0.9566076119416635,0.3609275243831557,0.2159681553543956,0.3125314596828633,9-10
M,0.5498072150558073,0.43901285592167305,0.15228812933239627,0.8601549966114199,0.36584188285032154,0.19247874193647785,0.24373404880594512,9-10
F,0.6699334198719953,0.536388269611189,0.1577375639447712,1.4049296420566615,0.6438559324589226,0.24844985413753412,0.4011081409984069,9-10
M,0.650542936524289,0.5149759860737673,0.14580618778664764,1.4358299480293066,0.5928336704505943,0.341958150020036,0.34167534656281506,9-10
M,0.5981262570085164,0.48717181539347365,0.1573145032710434,1.1490522901712488,0.5445502485850863,0.20272279420884196,0.29961746978577564,9-10
I,0.572871610977927,0.46144347540896913,0.17691565619665978,0.940292494928359,0.3786201808458851,0.23638867391017176,0.2931167976965998,9-10
F,0.5373430059626116,0.4289199448706089,0.12055183147474127,0.4859792886552321,0.22113144781580524,0.10848675389650188,0.17317415486685522,9-10
I,0.5880445762559248,0.45540922168574305,0.16445637444368422,1.1006908785584804,0.5377933982316094,0.299806603761469,0.2877115614737386,9-10
F,0.4408759668440325,0.35310035558705266,0.08679075952717968,0.1992963086805719,0.0661778410286818,0.039400069994210224,0.13017048120498936,9-10
I,0.492612208094215,0.37525249572177977,0.13612618661589534,0.809024443247041,0.3167300531203914,0.2115419508309288,0.2546147949786617,9-10
F,0.5267969526857996,0.4249741685188555,0.14187854924269994,0.7885621199787693,0.32869634756000826,0.18513413443706944,0.20602514247673404,9-10
M,0.4948840627866957,0.39970995678918797,0.17093114747418547,0.8589955206687203,0.3070593312112957,0.17775799118435037,0.29261067823109466,9-10
F,0.5224365604753984,0.4126569129922819,0.13445802513948787,0.7536088905652714,0.28183280276523104,0.13531264619546038,0.2518365961791551,9-10
F,0.6205249545937477,0.47807409232563014,0.15525185910358252,1.1721560271304399,0.552523700987761,0.2292520008754294,0.30222302873911033,9-10
F,0.5393529737475546,0.4083145675918418,0.13460997635390162,0.7287046971577642,0.3667796565471629,0.09156409380617507,0.19000656743122135,9-10
M,0.6727907992471955,0.5166645316129745,0.1731472827227041,1.3137895921141851,0.578219318314454,0.28497096498503005,0.3638299725974975,9-10
F,0.6583501324712415,0.4967370285778916,0.17968356112960004,1.3265167267703886,0.5855979242768055,0.2966516382021911,0.35599751461568174,9-10
M,0.5975777685143839,0.45172232930326484,0.1647149382865113,1.5346945746506013,0.7400583964669294,0.3628831178038206,0.3585662765731298,9-10
M,0.4496581420271468,0.33343972085047646,0.1304157309079626,0.47008765297082505,0.21759821213439284,0.0952366809201146,0.16203746552163506,9-10
I,0.6320917176408329,0.5071855575822886,0.16139810144494224,1.1850535261410065,0.49101563262117254,0.29569390278610164,0.28425124717708394,9-10
F,0.49399736320901866,0.36313845402778533,0.11498692871378269,0.6661843610904392,0.2594738149886837,0.15217405898504688,0.1926549799134023,9-10
F,0.5712375037137463,0.44192093517235875,0.14460251529003226,1.0367671078338188,0.599503945643707,0.18344364268449337,0.2315340812303319,9-10
F,0.486437893198854,0.3859966887106996,0.13578863930408414,0.6902741173098762,0.2646064296388327,0.16114245050599926,0.21185647328870855,9-10
I,0.44272663655010547,0.3305403738085886,0.10390399582403406,0.6759349377565034,0.32143260758323244,0.1440829097421834,0.1387024829651734,9-10
I,0.5695527230673179,0.45900049160929246,0.1739184985403011,0.9473109721801223,0.39722529524457056,0.21446120266673652,0.27281785916598333,9-10
F,0.4477476946185561,0.3260966993403551,0.09594660721588469,0.612610999108388,0.3149479009785371,0.1360044994073704,0.1037877295910179,9-10
M,0.6522078370262534,0.4983279706842323,0.15636476739521946,1.2683062235611406,0.5312353806743585,0.2393360633955134,0.40179831919316766,9-10
F,0.6285503308290572,0.5080046798794857,0.15298573139619362,0.9817948066814567,0.40023690254978267,0.22271743826713508,0.30146640651908846,9-10
I,0.5019441080676188,0.3912889764025165,0.11432681945288944,0.46549999353172083,0.17417444429840526,0.10350139097122017,0.14515555780765316,9-10
I,0.5907303307585607,0.4572694429874735,0.1610745516744898,0.9882173160427182,0.44905372342768046,0.23845633368112829,0.28561362598638784,9-10
M,0.7159974644391696,0.5581507977761042,0.2048459828279027,1.8973257395948087,0.9355927668064516,0.41102430251899696,0.5011561491302796,9-10
M,0.4425288367019675,0.3847196118164877,0.1405455531369421,0.8089986517936304,0.40715018674043774,0.17608413135707932,0.17358421795646697,9-10
M,0.5630636602063532,0.425676274488211,0.17531597457144685,0.84031904606617,0.3808158343521601,0.15797817856231702,0.2650831425935256,9-10
F,0.6458246781294292,0.5061631233080837,0.17478048111291464,1.3532580694677698,0.6140534304263983,0.2726959697242132,0.4068663491154265,9-10
M,0.6915594167012387,0.5448771766332783,0.21020357986144306,1.6545369370912806,0.801572780775182,0.4130029564610533,0.4170182980521239,9-10
F,0.6135961777390548,0.4776140536273745,0.1490443788961398,1.2771860170602687,0.6708834343754995,0.23932417309006965,0.289172616191391,9-10
M,0.6436487277724154,0.5032289533748271,0.16930171397954405,1.5394746415319078,0.7102287226539747,0.3542362444730055,0.3836050975131943,9-10
M,0.7243897873631795,0.5600336525791239,0.16391818963934635,1.6627791161738936,0.7433597187536514,0.39371993349112017,0.4402691057511975,9-10
F,0.4333807682396582,0.29315026929841803,0.10819914319577448,0.36949451835891567,0.21235387110489992,0.06487241181302647,0.09807512034208876,9-10
M,0.554020280513214,0.4626089751290321,0.11293942281222484,1.003991723999008,0.5181147089459541,0.20824956407498646,0.25345063752990227,9-10
I,0.5705526579822617,0.4464434554525374,0.1444674082331578,0.7705178178925731,0.3542884480000527,0.13913404574516083,0.2083435437302266,9-10
M,0.7582442179536883,0.6008043670255807,0.21697091354419573,2.1424027000934007,0.9433169753767168,0.46896842838852676,0.5483066542568518,9-10
F,0.6100885534506233,0.4763919293336505,0.1645839839589673,0.975252375157697,0.5093967087585588,0.1595355626405965,0.2680221659731896,9-10
F,0.5429356542936148,0.4490556308498972,0.13555904482704484,0.7955631871150448,0.31700998232074706,0.14596236949431868,0.2596034401006211,9-10
M,0.6217789030770291,0.48773713168194455,0.1880253953257416,1.2530011132186216,0.4831453883375666,0.3252536568045869,0.3820923484611606,9-10
M,0.5754246437481925,0.43988877600382814,0.16158276556651452,1.1402055648995335,0.5818176461926259,0.2124145796851241,0.2673137378523128,9-10
I,0.659507180908804,0.5270627954087193,0.17554073034317577,1.50379593862898,0.6444190620151131,0.32816391345015433,0.45910518860782235,9-10
F,0.6067030825588517,0.4672456534503189,0.1312055395702255,0.7090407536192733,0.3264298564431525,0.11791689474105549,0.1977423732407988,9-10
I,0.47202361034578644,0.3645968367597394,0.09647340464035759,0.458526366638373,0.1764349818589148,0.12858813041430509,0.16310345554453787,9-10
M,0.6260485725342733,0.4880607234412473,0.1818827399891882,0.9506046924297245,0.4066003844884912,0.2104226975008761,0.25009784210173286,9-10
F,0.5228728009187762,0.41563402427864293,0.1304963018223955,0.8506991895850665,0.48663145533063845,0.14586719785369717,0.16723334354810415,9-10
F,0.5729967052784559,0.44413758502687006,0.1618003934351778,0.9961512071409137,0.46245186793696713,0.2614653570695458,0.266961405107376,9-10
F,0.583551753453321,0.46836836666055515,0.1252097873603889,0.8654511871415403,0.40892469795034564,0.13397595060825235,0.2487447884673436,9-10
M,0.6131052852097127,0.47784249499329245,0.1490803052312272,0.7807617429822669,0.38976695876258444,0.17001082857421246,0.18564911436321008,9-10
F,0.6957601963631532,0.5470475264980257,0.18060595052246622,1.6770623050285733,0.7217503759346882,0.4199868997326086,0.4266283360390537,9-10
M,0.6271037569504188,0.4830978486128057,0.1820635778616985,1.2232470373252506,0.5443763317638624,0.31983912641728873,0.30957364326212555,9-10
M,0.6592468732642374,0.5069310132626841,0.18792392162558744,1.6383565820244737,0.8267024688230373,0.36722674991708354,0.4169275227258572,9-10
M,0.62885600772006,0.5030175429719392,0.15434353655477806,1.2916657325361751,0.5436098273458644,0.32972484236424343,0.375361571185136,9-10
M,0.6467918447151533,0.5238103152783555,0.19476912312783617,1.4712863860990817,0.7258119656507124,0.3268884012794992,0.4087586622326086,9-10
F,0.5927850719517664,0.4800127842954742,0.13945623987128863,1.0451179824833208,0.48826804348640185,0.17784506699777702,0.29871846671155583,9-10
M,0.6537318866212445,0.5197919546319065,0.14622904371138892,1.1965481437102063,0.5753234431571725,0.23195488846557535,0.33312971869970376,9-10
M,0.6470927332729843,0.5302123128156211,0.15244803544689264,1.3699232407222093,0.7138541781042116,0.2806445259546021,0.32165599505864584,9-10
M,0.6796637353318147,0.519681084313441,0.22839254382968388,1.6727745734418746,0.76184230910432,0.38744859691330924,0.46824688446965834,9-10
M,0.5557816488662866,0.4423797269888512,0.15974865571152932,1.024396802151882,0.4942512567229382,0.19422194391175063,0.26950177071083226,9-10
F,0.6398435145347321,0.49236220008780496,0.19939309652553594,1.3464859529425115,0.6060188657942223,0.356414964905815,0.35308549285411794,9-10
I,0.5463624043941309,0.40526957092958593,0.16391799133885587,1.049721184777079,0.42615982032415406,0.2582935737776309,0.2901476873438163,9-10
F,0.48663322733864334,0.35416235268252905,0.13561630992965074,0.5074670276758538,0.23499062471680818,0.12979466291825364,0.15325182618326694,9-10
I,0.5132345661404543,0.41234376864367217,0.10885465190140904,0.6304831305613772,0.29769444128272415,0.11993012296294586,0.18376359029255407,9-10
M,0.5513270408055178,0.46162178538645726,0.17979101930529426,1.2034049347932916,0.6122327872900938,0.2189535597037697,0.3198363360043892,9-10
F,0.620477522420515,0.49153016733185595,0.16829860419378181,1.2486094977231814,0.5366146868281993,0.306750427231381,0.33430883065922223,9-10
M,0.5991356884705965,0.4611514359618196,0.15500354734501287,1.131483372728604,0.5415538747599574,0.20814879604892453,0.33574780964538686,9-10
F,0.4038832529085994,0.32060877574782154,0.1032666319922896,0.5071543524358437,0.23917875040043815,0.11845264679945607,0.13066926297294712,9-10
M,0.5199339708242405,0.4274236949361381,0.17394502023669467,0.8585467695128679,0.3880234838505866,0.18555430182129015,0.2930679474739512,9-10
