sepal_length,sepal_width,petal_length,petal_width,class
5.5338818683335385,2.1631534311245284,3.237663615207823,1.011405027370981,Iris-versicolor
5.338650882012738,3.3376285612995726,1.6292276772185605,0.36065345246964964,Iris-setosa
4.663475503046759,3.1888732070079637,1.3963723568193904,0.17805520091421212,Iris-setosa
5.123236092107533,3.8546596712394354,1.3188147328163096,0.18371801029721774,Iris-setosa
4.431430478403446,2.978254200561393,1.097876334140679,0.34140546813353045,Iris-setosa
4.8827590276219,3.561846073948713,1.4957667350092665,0.3102660408865176,Iris-setosa
4.89297909022987,3.7443899498665267,1.5141164658532018,0.3421800547414964,Iris-setosa
4.565956317159262,3.100163725285082,1.3049905203074115,0.2832717236230459,Iris-setosa
5.0554544621286235,3.457732039127251,1.4380924117342442,0.31561338759693425,Iris-setosa
5.403508774539343,3.3442294087676867,1.443038727017746,0.171134147935745,Iris-setosa
4.6248593310505255,3.1148013121162794,1.6328245917789213,0.4084828220160754,Iris-setosa
4.748004888917537,2.977507605356889,1.504238952751427,0.17984404030910306,Iris-setosa
4.691059837770171,2.850976854179736,1.4190297101748337,0.25142693004724803,Iris-setosa
4.3931463871683025,2.7687755562720646,1.4498182142088263,0.1064048475003721,Iris-setosa
5.342525138518479,3.63738469260249,1.4722287933809248,0.35336357135037255,Iris-setosa
5.271003570406327,3.9235673724462483,1.13543481026535,0.1370413031519696,Iris-setosa
5.211943986355381,3.9963955686038304,1.523620532746098,0.2872691590289139,Iris-setosa
4.952834184815107,3.1910409048451953,1.4461218379688887,0.22771159893717194,Iris-setosa
5.187124116689192,3.6715583239020457,1.3741041874157887,0.31145517889771784,Iris-setosa
4.992356439120618,3.7802890290475073,1.6399278438670022,0.42906934589400514,Iris-setosa
5.579824046224379,3.8224565775102057,1.7763855339293233,0.2679549113115797,Iris-setosa
5.069182137261177,3.2798638917832506,1.6380064150935736,0.12195382215653985,Iris-setosa
4.7424951795882295,3.2645708368888204,1.337739455751941,0.13427863298487241,Iris-setosa
4.737684011524522,3.093780798593926,1.8372039449474782,0.36181238801599175,Iris-setosa
4.332642943695343,3.040671748760504,1.6209753565215967,0.23272807437284598,Iris-setosa
5.332138513885945,3.641215447069552,1.5337593614603007,0.36399430195119487,Iris-setosa
5.179767042245343,3.998213522182718,1.4252319496329005,0.20799465486091798,Iris-setosa
5.478095978814899,4.087817033907706,1.3969752227138663,0.31991420184846664,Iris-setosa
5.169873124323604,4.063610582876974,1.520962796422297,0.32561433649824034,Iris-setosa
4.636430584689498,3.145736864169006,1.08320965570754,0.314929158485316,Iris-setosa
5.168850259737708,3.8480887041180836,1.6313371286423806,0.42527734978457027,Iris-setosa
4.873254788127035,3.7592143220840466,1.5660494568884582,0.17478162907252182,Iris-setosa
5.188930517539842,3.706945368250251,1.5122929183096145,0.2609266633518123,Iris-setosa
4.481786753949152,2.9645044939112655,1.4842048758509394,0.22078094320514263,Iris-setosa
4.964294402627712,3.174777659563496,1.5996467733271285,0.2638229687866701,Iris-setosa
5.31348085935628,3.572031036674746,1.3888504812631757,0.301086174439759,Iris-setosa
5.0708528417302015,3.3785836046437865,1.4847575981737249,0.18542747047726782,Iris-setosa
5.095629846861007,3.5904681728106578,1.5303729669968744,0.4147419703317358,Iris-setosa
5.207601943722021,3.2474189990255766,1.2273398878233701,0.184403715066085,Iris-setosa
4.75260365875893,3.0008489381718952,1.5634931523554894,0.3695515760739154,Iris-setosa
5.168865806023031,3.7104334383559134,1.594270274678804,0.32303520004553854,Iris-setosa
4.915198277637213,3.2729487571563354,1.5460296565029674,0.3409361326967375,Iris-setosa
5.207152420576087,3.802274889476058,1.666838066698312,0.24937515160734738,Iris-setosa
4.56394533441156,3.066544744856909,1.3498698238267703,0.41551731360477123,Iris-setosa
5.347158758453306,3.2998562120370707,1.5469020137543028,0.2831798163339612,Iris-setosa
4.772365063160837,3.2583924984901724,1.7786613207177204,0.43118565421665817,Iris-setosa
4.844241847145021,3.2314545576791556,1.330763672791634,0.19925103170515446,Iris-setosa
5.034089670504048,3.799937301509175,1.4049538250200602,0.32495848936216754,Iris-setosa
4.437898548056726,2.974847091786973,1.5117873257024321,0.16835935460215012,Iris-setosa
5.4060643566451665,3.5075277139449916,1.598842911706071,0.26294718717808463,Iris-setosa
5.592852126639971,2.2709385915333105,4.977959393216602,1.8644339696348042,Iris-virginica
6.826856197318956,2.9342306791035244,5.452764388678856,1.9775094931695933,Iris-virginica
6.5397786414009005,2.9025388184096115,6.06556933742636,1.9327420432003484,Iris-virginica
6.8138966458353325,3.1411306796234473,5.32623812229379,1.731598283065258,Iris-virginica
5.9212381629202255,2.487653631395726,4.729881071854586,1.7049487274109976,Iris-virginica
7.745375843345474,2.9645111987366572,6.742029579729892,2.480022923006994,Iris-virginica
6.93643469949533,3.127726915550743,5.619006756070419,2.0896120907253066,Iris-virginica
5.4262200490835735,2.740553107621984,4.482895236631503,1.8139032087205926,Iris-virginica
6.635790423619407,3.055175009492319,5.681644585277341,1.9874831422292716,Iris-virginica
7.603507135675451,3.508096764891926,6.375926425493467,2.2218865193210253,Iris-virginica
5.869452777099066,2.680859493197953,4.862636548090817,1.8911763500986851,Iris-virginica
6.207175078139821,3.1572168425609854,5.360663438120729,2.199241855018197,Iris-virginica
6.552207410729174,2.685534905687105,5.648655467079493,1.4499484395644457,Iris-virginica
6.016237929027376,3.1924990551244856,5.504762670375083,2.155832149192794,Iris-virginica
6.113210568904045,2.354192520132159,4.970905598404647,1.7301790101831431,Iris-virginica
6.330639509535036,3.3479031886182717,5.280947814662948,2.254200378185254,Iris-virginica
7.048426443784771,3.210828876483167,5.884002628384114,2.2273183487235677,Iris-virginica
7.113390400241319,2.67582426088188,6.276525598888885,2.0689613838699255,Iris-virginica
6.115228252061038,3.243050925841963,4.923686850492713,2.3194963510697564,Iris-virginica
7.320687907582599,3.161629515238454,6.049351685981599,2.1775097551449734,Iris-virginica
6.289968109369219,2.48949469828798,4.9803367834052965,1.7973894231334988,Iris-virginica
6.415786109837325,3.081653153940005,5.0434206520307105,1.6903186234992305,Iris-virginica
6.174046132050349,2.815550835221606,5.324025973125613,2.0781447946031046,Iris-virginica
7.310654330311459,2.88757596990575,6.040662872177858,2.1570365251420873,Iris-virginica
8.396196661488162,3.374921282304781,7.006070584635834,2.4404999968095824,Iris-virginica
5.591234327063953,3.0133549301579845,4.831857837539314,2.2386640284372685,Iris-virginica
6.069063363500391,2.377804090798296,5.3701594584667545,1.755866078322289,Iris-virginica
6.690999225064651,3.296760385661796,5.3604935246546725,1.6912363968288187,Iris-virginica
6.1104083922970025,2.681831376179405,5.0459293188525605,1.846526777536875,Iris-virginica
6.541439071402551,3.129453829730726,5.258555064913221,1.8326704933596396,Iris-virginica
6.4063022015663265,2.7842864710335724,5.307172709697742,1.622653539969361,Iris-virginica
5.280282827391895,2.685339374087876,4.643290157146047,1.841284050391415,Iris-virginica
7.0817082689162945,3.5747740342689704,6.110807041267891,2.215873849218823,Iris-virginica
6.510225012941032,2.7064648469090242,5.4562184219898535,2.003643462911029,Iris-virginica
6.726959343776789,3.1583936225158458,6.04062913362289,2.1427284943215987,Iris-virginica
7.206144311934506,2.8539370662856713,5.374623585918134,1.6246853740028087,Iris-virginica
6.012914392778982,3.1508390869609633,5.061160576269397,2.2826885950052205,Iris-virginica
6.356421781908879,2.9655249406108672,5.183602555213678,1.728268217597853,Iris-virginica
5.850889610742438,3.1383954275570733,5.276821178142326,2.238829663961219,Iris-virginica
7.031675966291721,2.915685162917501,5.595780763979992,2.170387152404358,Iris-virginica
5.987765770614736,3.2326320623821814,4.9834860729589066,2.103081518081166,Iris-virginica
6.205664699503656,2.845990316180459,5.4336597035848655,2.4112035449652574,Iris-virginica
7.520594675428419,2.951608476109278,6.068833882888992,2.068236102578308,Iris-virginica
7.298791744917299,3.609413508174967,6.284749280174404,2.0801975084093844,Iris-virginica
6.2837697209152195,3.2270927974009886,5.325341857211109,1.9528679072363533,Iris-virginica
6.696469143681501,3.0174222495928094,5.429511472659909,1.632305501976359,Iris-virginica
7.023137498101345,2.8564953705007947,6.063133494634766,2.111095020314797,Iris-virginica
